collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,254,159,95,17.2%,19.4%,14.3%,0,0,0,0.0%,0.0%,0.0%,0.8%,0.6%,1.1%,24.4%,16.4%,37.9%,61.4%,39.0%,98.9%
MIDLAND CREDIT MANAGEMENT INC,156,94,62,10.5%,11.5%,9.4%,0,0,0,0.0%,0.0%,0.0%,0.6%,1.1%,0.0%,26.3%,20.2%,35.5%,68.6%,50.0%,96.8%
CAPITAL ONE BANK (USA) NA,86,56,30,5.8%,6.8%,4.5%,0,0,0,0.0%,0.0%,0.0%,2.3%,3.6%,0.0%,29.1%,26.8%,33.3%,73.3%,62.5%,93.3%
PORTFOLIO RECOVERY ASSOCIATES LLC,85,23,62,5.7%,2.8%,9.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,27.1%,0.0%,37.1%,81.2%,30.4%,100.0%
CAVALRY SPV I LLC,62,40,22,4.2%,4.9%,3.3%,0,0,0,0.0%,0.0%,0.0%,3.2%,2.5%,4.5%,27.4%,25.0%,31.8%,59.7%,40.0%,95.5%
WAKEFIELD & ASSOCIATES INC,56,23,33,3.8%,2.8%,5.0%,0,0,0,0.0%,0.0%,0.0%,3.6%,0.0%,6.1%,21.4%,13.0%,27.3%,73.2%,34.8%,100.0%
MIDLAND FUNDING LLC,55,5,50,3.7%,0.6%,7.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,36.4%,0.0%,40.0%,92.7%,40.0%,98.0%
CLEAR RECOVERY INC,54,28,26,3.6%,3.4%,3.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,31.5%,25.0%,38.5%,75.9%,57.1%,96.2%
CITIBANK NA,50,33,17,3.4%,4.0%,2.6%,0,0,0,0.0%,0.0%,0.0%,8.0%,3.0%,17.6%,16.0%,9.1%,29.4%,58.0%,36.4%,100.0%
BANK OF AMERICA NA,41,25,16,2.8%,3.1%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,22.0%,16.0%,31.3%,53.7%,28.0%,93.8%
PORTFOLIO RECOVERRY ASSOCIATES LLC,34,24,10,2.3%,2.9%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,17.6%,20.8%,10.0%,85.3%,79.2%,100.0%
DISCOVER BANK,34,28,6,2.3%,3.4%,0.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.6%,17.9%,33.3%,73.5%,67.9%,100.0%
JP MORGAN CHASE BANK NA,30,15,15,2.0%,1.8%,2.3%,0,0,0,0.0%,0.0%,0.0%,10.0%,6.7%,13.3%,30.0%,26.7%,33.3%,80.0%,66.7%,93.3%
