collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
credit bureau of columbia inc,197,76,121,42.2%,52.1%,37.7%,0,0,0,0%,0%,0%,2.5%,5.3%,0.8%,29.9%,21.1%,35.5%,79.2%,47.4%,99.2%
credit bureau of columbia,30,10,20,6.4%,6.8%,6.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,13.3%,0.0%,20.0%,70.0%,20.0%,95.0%
lvnv funding llc,28,12,16,6.0%,8.2%,5.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,28.6%,16.7%,37.5%,78.6%,58.3%,93.8%
cbc inc d/b/a amsaaogjjpmha,23,0,23,4.9%,0.0%,7.2%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,30.4%,0%,30.4%,100.0%,0%,100.0%
kirksville missouri hospital company llc,16,6,10,3.4%,4.1%,3.1%,0,0,0,0%,0%,0%,6.3%,16.7%,0.0%,43.8%,33.3%,50.0%,87.5%,83.3%,90.0%
portfolio recovery associates llc,14,3,11,3.0%,2.1%,3.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,33.3%,54.5%,92.9%,66.7%,100.0%
midland credit management inc,14,7,7,3.0%,4.8%,2.2%,0,0,0,0%,0%,0%,7.1%,14.3%,0.0%,50.0%,42.9%,57.1%,85.7%,71.4%,100.0%
moberly hospital company llc,12,1,11,2.6%,0.7%,3.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,16.7%,0.0%,18.2%,100.0%,100.0%,100.0%
accounts management services a/a/o gjjpmha,10,0,10,2.1%,0.0%,3.1%,0,0,0,0%,0%,0%,10.0%,0%,10.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
accounts management services,10,0,10,2.1%,0.0%,3.1%,0,0,0,0%,0%,0%,10.0%,0%,10.0%,80.0%,0%,80.0%,100.0%,0%,100.0%
cbc inc d/b/a amsaaogjpmha,6,0,6,1.3%,0.0%,1.9%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
jefferson capital systems llc,6,6,0,1.3%,4.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,83.3%,83.3%,0%
kirksville missouri hospital company l.l.c,5,2,3,1.1%,1.4%,0.9%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,20.0%,0.0%,33.3%,60.0%,0.0%,100.0%
cavalry spv i llc,5,4,1,1.1%,2.7%,0.3%,0,0,0,0%,0%,0%,20.0%,25.0%,0.0%,0.0%,0.0%,0.0%,40.0%,25.0%,100.0%
