collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,86,12,74,12.9%,11.3%,13.2%,0,0,0,0%,0%,0%,8.1%,8.3%,8.1%,46.5%,33.3%,48.6%,89.5%,83.3%,90.5%
midland credit management inc,80,7,73,12.0%,6.6%,13.0%,0,0,0,0%,0%,0%,12.5%,28.6%,11.0%,43.8%,28.6%,45.2%,85.0%,57.1%,87.7%
portfolio recovery associates llc,76,5,71,11.4%,4.7%,12.7%,0,0,0,0%,0%,0%,11.8%,20.0%,11.3%,25.0%,20.0%,25.4%,94.7%,60.0%,97.2%
madison medical center,60,3,57,9.0%,2.8%,10.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,25.0%,0.0%,26.3%,96.7%,100.0%,96.5%
lvnv funding,60,23,37,9.0%,21.7%,6.6%,0,0,0,0%,0%,0%,5.0%,0.0%,8.1%,46.7%,43.5%,48.6%,95.0%,87.0%,100.0%
midland funding llc,43,4,39,6.5%,3.8%,7.0%,0,0,0,0%,0%,0%,4.7%,0.0%,5.1%,37.2%,25.0%,38.5%,83.7%,50.0%,87.2%
cavalry spv i llc,36,6,30,5.4%,5.7%,5.4%,0,0,0,0%,0%,0%,19.4%,0.0%,23.3%,22.2%,33.3%,20.0%,86.1%,50.0%,93.3%
portfolio recovery,16,0,16,2.4%,0.0%,2.9%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,56.3%,0%,56.3%,100.0%,0%,100.0%
capital one bank (usa) na,15,0,15,2.3%,0.0%,2.7%,0,0,0,0%,0%,0%,6.7%,0%,6.7%,20.0%,0%,20.0%,66.7%,0%,66.7%
citibank na,13,1,12,2.0%,0.9%,2.1%,0,0,0,0%,0%,0%,15.4%,0.0%,16.7%,30.8%,100.0%,25.0%,84.6%,100.0%,83.3%
absolute resolutions investments llc,12,3,9,1.8%,2.8%,1.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,16.7%,0.0%,22.2%,91.7%,66.7%,100.0%
onemain financial group llc,10,4,6,1.5%,3.8%,1.1%,0,0,0,0%,0%,0%,20.0%,25.0%,16.7%,30.0%,25.0%,33.3%,90.0%,75.0%,100.0%
jefferson capital systems llc,10,1,9,1.5%,0.9%,1.6%,0,0,0,0%,0%,0%,10.0%,0.0%,11.1%,40.0%,0.0%,44.4%,70.0%,100.0%,66.7%
midland credit management inc a corporation,10,9,1,1.5%,8.5%,0.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,30.0%,33.3%,0.0%,80.0%,77.8%,100.0%
jp morgan chase bank na - chicago,7,2,5,1.1%,1.9%,0.9%,0,0,0,0%,0%,0%,42.9%,0.0%,60.0%,14.3%,50.0%,0.0%,57.1%,100.0%,40.0%
midland credit management inc - st louis,7,0,7,1.1%,0.0%,1.3%,0,0,0,0%,0%,0%,14.3%,0%,14.3%,42.9%,0%,42.9%,100.0%,0%,100.0%
ncb managements services inc,7,0,7,1.1%,0.0%,1.3%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,42.9%,0%,42.9%,100.0%,0%,100.0%
bank of america na,7,1,6,1.1%,0.9%,1.1%,0,0,0,0%,0%,0%,28.6%,0.0%,33.3%,28.6%,0.0%,33.3%,71.4%,100.0%,66.7%
signature medical group inc,6,0,6,0.9%,0.0%,1.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
td bank usa na,5,5,0,0.8%,4.7%,0.0%,0,0,0,0%,0%,0%,40.0%,40.0%,0%,20.0%,20.0%,0%,80.0%,80.0%,0%
poplar bluff regional medical center,4,0,4,0.6%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
bank of america n a,4,4,0,0.6%,3.8%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,25.0%,25.0%,0%,100.0%,100.0%,0%
wakefield & associates inc,3,0,3,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
saint louis university,3,1,2,0.5%,0.9%,0.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
consumer adjustment company inc,3,1,2,0.5%,0.9%,0.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,66.7%,100.0%,50.0%,100.0%,100.0%,100.0%
orthopedic associates llc,3,1,2,0.5%,0.9%,0.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%,100.0%,100.0%,100.0%
perry county memorial hospital,3,0,3,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
ste genevieve county memorial hospital,3,3,0,0.5%,2.8%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,33.3%,33.3%,0%,100.0%,100.0%,0%
velocity investments llc,3,0,3,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,33.3%,0%,33.3%,33.3%,0%,33.3%,66.7%,0%,66.7%
cvi sgp-co acquisition trust,2,1,1,0.3%,0.9%,0.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,50.0%,0.0%,100.0%
capital one bank,2,0,2,0.3%,0.0%,0.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,50.0%,0%,50.0%
james m. willis p.c.,2,0,2,0.3%,0.0%,0.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
