collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
kirksville missouri hospital company llc,35,12,23,40.7%,34.3%,45.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,40.0%,41.7%,39.1%,97.1%,91.7%,100.0%
kirksville missouri hospital co llc,11,5,6,12.8%,14.3%,11.8%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,27.3%,0.0%,50.0%,81.8%,60.0%,100.0%
lvnv funding llc,9,4,5,10.5%,11.4%,9.8%,0,0,0,0%,0%,0%,11.1%,0.0%,20.0%,33.3%,25.0%,40.0%,66.7%,50.0%,80.0%
midland credit management inc,5,3,2,5.8%,8.6%,3.9%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,40.0%,33.3%,50.0%,60.0%,33.3%,100.0%
portfolio recovery associates,3,0,3,3.5%,0.0%,5.9%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
citibank na,2,1,1,2.3%,2.9%,2.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,100.0%,100.0%,100.0%
wakefield & associates inc,2,0,2,2.3%,0.0%,3.9%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
cavalry spv i llc,2,1,1,2.3%,2.9%,2.0%,0,0,0,0%,0%,0%,50.0%,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
portfolio recovery associates llc,2,1,1,2.3%,2.9%,2.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
capital one bank (usa) na,2,2,0,2.3%,5.7%,0.0%,0,0,0,0%,0%,0%,50.0%,50.0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%
prairieland fs inc,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
moberly hospital company llc,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
citibank n a,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
hannibal clinic operations llc,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
hannibal regional hospital,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
national credit adjusters llc,1,1,0,1.2%,2.9%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
crown asset,1,1,0,1.2%,2.9%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
jefferson capital systems llc,1,1,0,1.2%,2.9%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
capital region medical center,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
kmhc llc d/b/a nrmc,1,0,1,1.2%,0.0%,2.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
