collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
poplar bluff regional medical center llc,114,14,100,20.2%,19.7%,20.3%,0,0,0,0.0%,0.0%,0%,7.9%,21.4%,6.0%,43.9%,42.9%,44.0%,97.4%,85.7%,99.0%
consumer collection management assignee of se health ctr,86,0,86,15.2%,0.0%,17.4%,0,0,0,0.0%,0.0%,0%,5.8%,0%,5.8%,50.0%,0%,50.0%,88.4%,0%,88.4%
lvnv funding llc,69,19,50,12.2%,26.8%,10.1%,0,0,0,0.0%,0.0%,0%,4.3%,5.3%,4.0%,53.6%,52.6%,54.0%,91.3%,94.7%,90.0%
southeast missouri hospital association,53,9,44,9.4%,12.7%,8.9%,0,0,0,0.0%,0.0%,0%,11.3%,22.2%,9.1%,37.7%,22.2%,40.9%,98.1%,88.9%,100.0%
portfolio recovery associates llc,42,5,37,7.4%,7.0%,7.5%,0,0,0,0.0%,0.0%,0%,19.0%,0.0%,21.6%,31.0%,20.0%,32.4%,90.5%,80.0%,91.9%
midland credit management inc,40,6,34,7.1%,8.5%,6.9%,0,0,0,0.0%,0.0%,0%,17.5%,16.7%,17.6%,40.0%,16.7%,44.1%,80.0%,66.7%,82.4%
credit bureau services llc assignee of stoddard co ambulance,17,2,15,3.0%,2.8%,3.0%,0,0,0,0.0%,0.0%,0%,5.9%,0.0%,6.7%,41.2%,50.0%,40.0%,100.0%,100.0%,100.0%
midland funding llc,15,1,14,2.7%,1.4%,2.8%,0,0,0,0.0%,0.0%,0%,13.3%,0.0%,14.3%,46.7%,0.0%,50.0%,80.0%,0.0%,85.7%
jefferson capital systems llc,15,4,11,2.7%,5.6%,2.2%,0,0,0,0.0%,0.0%,0%,6.7%,0.0%,9.1%,46.7%,100.0%,27.3%,86.7%,100.0%,81.8%
cavalry spv i llc,13,1,12,2.3%,1.4%,2.4%,0,0,0,0.0%,0.0%,0%,15.4%,0.0%,16.7%,46.2%,100.0%,41.7%,92.3%,100.0%,91.7%
credit bureau services llc as assignee of cape radiology,12,0,12,2.1%,0.0%,2.4%,0,0,0,0.0%,0.0%,0%,25.0%,0%,25.0%,8.3%,0%,8.3%,83.3%,0%,83.3%
capital one bank (usa) na,7,0,7,1.2%,0.0%,1.4%,0,0,0,0.0%,0.0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
citibank na,7,0,7,1.2%,0.0%,1.4%,0,0,0,0.0%,0.0%,0%,57.1%,0%,57.1%,14.3%,0%,14.3%,100.0%,0%,100.0%
bank of america na,7,1,6,1.2%,1.4%,1.2%,0,0,0,0.0%,0.0%,0%,28.6%,0.0%,33.3%,14.3%,0.0%,16.7%,100.0%,100.0%,100.0%
jp morgan chase bank na,7,2,5,1.2%,2.8%,1.0%,0,0,0,0.0%,0.0%,0%,71.4%,100.0%,60.0%,14.3%,0.0%,20.0%,100.0%,100.0%,100.0%
