collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,180,42,138,20.3%,27.8%,18.7%,0,0,0,0%,0%,0%,10.6%,7.1%,11.6%,37.2%,40.5%,36.2%,93.9%,83.3%,97.1%
midland credit management inc,158,27,131,17.8%,17.9%,17.8%,0,0,0,0%,0%,0%,15.8%,11.1%,16.8%,36.7%,18.5%,40.5%,82.3%,70.4%,84.7%
portfolio recovery associates llc,125,5,120,14.1%,3.3%,16.3%,0,0,0,0%,0%,0%,9.6%,20.0%,9.2%,29.6%,20.0%,30.0%,94.4%,80.0%,95.0%
midland funding llc,39,6,33,4.4%,4.0%,4.5%,0,0,0,0%,0%,0%,5.1%,0.0%,6.1%,25.6%,33.3%,24.2%,87.2%,33.3%,97.0%
cavalry spv i llc,32,2,30,3.6%,1.3%,4.1%,0,0,0,0%,0%,0%,12.5%,0.0%,13.3%,31.3%,50.0%,30.0%,100.0%,100.0%,100.0%
bank of america na,25,4,21,2.8%,2.6%,2.8%,0,0,0,0%,0%,0%,16.0%,25.0%,14.3%,36.0%,25.0%,38.1%,100.0%,100.0%,100.0%
onemain financial group llc,21,5,16,2.4%,3.3%,2.2%,0,0,0,0%,0%,0%,9.5%,0.0%,12.5%,47.6%,40.0%,50.0%,85.7%,60.0%,93.8%
citibank na,19,2,17,2.1%,1.3%,2.3%,0,0,0,0%,0%,0%,21.1%,0.0%,23.5%,31.6%,0.0%,35.3%,89.5%,50.0%,94.1%
jp morgan chase bank na,17,5,12,1.9%,3.3%,1.6%,0,0,0,0%,0%,0%,29.4%,60.0%,16.7%,23.5%,20.0%,25.0%,64.7%,20.0%,83.3%
jefferson capital systems llc,17,3,14,1.9%,2.0%,1.9%,0,0,0,0%,0%,0%,5.9%,0.0%,7.1%,29.4%,100.0%,14.3%,82.4%,100.0%,78.6%
cavalry spv 1 llc,16,1,15,1.8%,0.7%,2.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,37.5%,0.0%,40.0%,100.0%,100.0%,100.0%
consumer adjustment company inc,14,2,12,1.6%,1.3%,1.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,28.6%,0.0%,33.3%,100.0%,100.0%,100.0%
a & e futures,10,0,10,1.1%,0.0%,1.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,20.0%,0%,20.0%,90.0%,0%,90.0%
capital one bank usa na,9,0,9,1.0%,0.0%,1.2%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
capital one bank (usa) na,9,1,8,1.0%,0.7%,1.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,22.2%,0.0%,25.0%,100.0%,100.0%,100.0%
td bank usa na,9,7,2,1.0%,4.6%,0.3%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,44.4%,28.6%,100.0%,77.8%,71.4%,100.0%
first bank,8,1,7,0.9%,0.7%,0.9%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,25.0%,100.0%,14.3%,75.0%,100.0%,71.4%
crown asset management llc,8,2,6,0.9%,1.3%,0.8%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%
st louis university d/b/a slucare columbia,7,0,7,0.8%,0.0%,0.9%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,57.1%,0%,57.1%,100.0%,0%,100.0%
velocity investments llc,6,0,6,0.7%,0.0%,0.8%,0,0,0,0%,0%,0%,16.7%,0%,16.7%,50.0%,0%,50.0%,83.3%,0%,83.3%
barclays bank delaware,6,0,6,0.7%,0.0%,0.8%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
citibank na - stl,6,0,6,0.7%,0.0%,0.8%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
absolute resolutions investments llc,5,2,3,0.6%,1.3%,0.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,60.0%,50.0%,66.7%,80.0%,50.0%,100.0%
jh met subsidiary b liquidating trust,5,4,1,0.6%,2.6%,0.1%,0,0,0,0%,0%,0%,20.0%,25.0%,0.0%,40.0%,25.0%,100.0%,40.0%,25.0%,100.0%
midland credit management inc a corporation,5,5,0,0.6%,3.3%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,20.0%,20.0%,0%,80.0%,80.0%,0%
cash link usa llc dba cash link usa,4,1,3,0.5%,0.7%,0.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,25.0%,0.0%,33.3%,75.0%,0.0%,100.0%
jamie paul dmd ms llc dba washington endodontics,4,0,4,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
baylard billington dempsey & jensen pc,4,0,4,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,75.0%,0%,75.0%,100.0%,0%,100.0%
signature medical group inc,4,0,4,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,75.0%,0%,75.0%
little hills healthcare llc,4,0,4,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,75.0%,0%,75.0%
credit corp solutions inc,4,0,4,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,75.0%,0%,75.0%,100.0%,0%,100.0%
ncb management services inc,4,0,4,0.5%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,75.0%,0%,75.0%,100.0%,0%,100.0%
td bank usa na (target),4,4,0,0.5%,2.6%,0.0%,0,0,0,0%,0%,0%,25.0%,25.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
st louis university,3,2,1,0.3%,1.3%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,100.0%
absolute resolutions investements llc,3,0,3,0.3%,0.0%,0.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
cvi sgp-co acquisition trust,3,2,1,0.3%,1.3%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,50.0%,0.0%,100.0%,100.0%,100.0%
american multispecialty group inc d/b/a esse health,3,0,3,0.3%,0.0%,0.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
