collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,365,72,293,16.2%,24.4%,14.9%,0,0,0,0%,0%,0%,9.3%,12.5%,8.5%,38.1%,43.1%,36.9%,93.4%,87.5%,94.9%
midland credit management inc,335,52,283,14.9%,17.6%,14.4%,0,0,0,0%,0%,0%,11.3%,13.5%,11.0%,49.3%,34.6%,51.9%,91.9%,80.8%,94.0%
portfolio recovery associates llc,192,11,181,8.5%,3.7%,9.2%,0,0,0,0%,0%,0%,9.9%,0.0%,10.5%,30.7%,9.1%,32.0%,97.4%,90.9%,97.8%
cavalry spv i llc,136,23,113,6.0%,7.8%,5.8%,0,0,0,0%,0%,0%,19.1%,8.7%,21.2%,40.4%,43.5%,39.8%,95.6%,87.0%,97.3%
midland credit management,109,8,101,4.8%,2.7%,5.2%,0,0,0,0%,0%,0%,11.9%,12.5%,11.9%,39.4%,25.0%,40.6%,87.2%,62.5%,89.1%
citibank na,104,9,95,4.6%,3.1%,4.8%,0,0,0,0%,0%,0%,33.7%,44.4%,32.6%,19.2%,22.2%,18.9%,92.3%,77.8%,93.7%
midland funding llc,78,2,76,3.5%,0.7%,3.9%,0,0,0,0%,0%,0%,14.1%,0.0%,14.5%,35.9%,50.0%,35.5%,96.2%,50.0%,97.4%
capital one bank (usa) na,70,4,66,3.1%,1.4%,3.4%,0,0,0,0%,0%,0%,14.3%,25.0%,13.6%,7.1%,0.0%,7.6%,74.3%,50.0%,75.8%
bank of america na,65,3,62,2.9%,1.0%,3.2%,0,0,0,0%,0%,0%,26.2%,33.3%,25.8%,36.9%,0.0%,38.7%,95.4%,100.0%,95.2%
signature medical group inc,53,2,51,2.4%,0.7%,2.6%,0,0,0,0%,0%,0%,1.9%,50.0%,0.0%,35.8%,50.0%,35.3%,100.0%,100.0%,100.0%
jefferson capital systems llc,50,8,42,2.2%,2.7%,2.1%,0,0,0,0%,0%,0%,16.0%,12.5%,16.7%,46.0%,25.0%,50.0%,76.0%,75.0%,76.2%
portfolio recovery associates,39,1,38,1.7%,0.3%,1.9%,0,0,0,0%,0%,0%,10.3%,0.0%,10.5%,28.2%,0.0%,28.9%,97.4%,0.0%,100.0%
jp morgan chase bank na,30,5,25,1.3%,1.7%,1.3%,0,0,0,0%,0%,0%,26.7%,40.0%,24.0%,20.0%,20.0%,20.0%,73.3%,80.0%,72.0%
portfolio recovery associated llc,23,1,22,1.0%,0.3%,1.1%,0,0,0,0%,0%,0%,8.7%,0.0%,9.1%,39.1%,0.0%,40.9%,100.0%,100.0%,100.0%
midland credit management inc a corporation,23,20,3,1.0%,6.8%,0.2%,0,0,0,0%,0%,0%,4.3%,5.0%,0.0%,52.2%,50.0%,66.7%,95.7%,95.0%,100.0%
onemain financial group llc,21,5,16,0.9%,1.7%,0.8%,0,0,0,0%,0%,0%,9.5%,0.0%,12.5%,47.6%,60.0%,43.8%,100.0%,100.0%,100.0%
bank of america n.a,20,7,13,0.9%,2.4%,0.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,65.0%,57.1%,69.2%,95.0%,85.7%,100.0%
american multispecialty group inc,19,1,18,0.8%,0.3%,0.9%,0,0,0,0%,0%,0%,5.3%,0.0%,5.6%,52.6%,0.0%,55.6%,100.0%,100.0%,100.0%
st.louis university,19,0,19,0.8%,0.0%,1.0%,0,0,0,0%,0%,0%,10.5%,0%,10.5%,42.1%,0%,42.1%,100.0%,0%,100.0%
portfolio recovery associates llc - 707 n 2nd st,18,0,18,0.8%,0.0%,0.9%,0,0,0,0%,0%,0%,11.1%,0%,11.1%,38.9%,0%,38.9%,94.4%,0%,94.4%
absolute resolutions investments lcc,18,1,17,0.8%,0.3%,0.9%,0,0,0,0%,0%,0%,16.7%,0.0%,17.6%,27.8%,0.0%,29.4%,88.9%,0.0%,94.1%
absolute resolutions investments llc,17,0,17,0.8%,0.0%,0.9%,0,0,0,0%,0%,0%,29.4%,0%,29.4%,29.4%,0%,29.4%,88.2%,0%,88.2%
sound health services p.c.,16,0,16,0.7%,0.0%,0.8%,0,0,0,0%,0%,0%,12.5%,0%,12.5%,50.0%,0%,50.0%,93.8%,0%,93.8%
saint louis university,16,4,12,0.7%,1.4%,0.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,12.5%,25.0%,8.3%,100.0%,100.0%,100.0%
crown asset management llc,15,1,14,0.7%,0.3%,0.7%,0,0,0,0%,0%,0%,26.7%,0.0%,28.6%,33.3%,100.0%,28.6%,93.3%,100.0%,92.9%
american multispecialty group inc d/b/a esse health,12,0,12,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,25.0%,0%,25.0%,33.3%,0%,33.3%,75.0%,0%,75.0%
td bank usa na,11,0,11,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,27.3%,0%,27.3%,9.1%,0%,9.1%,100.0%,0%,100.0%
amg inc d/b/a esse health,11,0,11,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,72.7%,0%,72.7%,100.0%,0%,100.0%
washington university physician network,11,0,11,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,9.1%,0%,9.1%,9.1%,0%,9.1%,90.9%,0%,90.9%
cash link usa llc,10,0,10,0.4%,0.0%,0.5%,0,0,0,0%,0%,0%,10.0%,0%,10.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
velocity investments llc,9,1,8,0.4%,0.3%,0.4%,0,0,0,0%,0%,0%,44.4%,0.0%,50.0%,22.2%,0.0%,25.0%,77.8%,100.0%,75.0%
credit corp solutions inc,9,0,9,0.4%,0.0%,0.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,11.1%,0%,11.1%,100.0%,0%,100.0%
barclays bank delaware,8,0,8,0.4%,0.0%,0.4%,0,0,0,0%,0%,0%,37.5%,0%,37.5%,25.0%,0%,25.0%,100.0%,0%,100.0%
st. luke's hospital,8,0,8,0.4%,0.0%,0.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,62.5%,0%,62.5%,100.0%,0%,100.0%
orthopedic associates llc,8,0,8,0.4%,0.0%,0.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,87.5%,0%,87.5%
