collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
LVNV FUNDING LLC,8,4,4,13.3%,21.1%,9.8%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,25.0%,75.0%,50.0%,100.0%
WAKEFIELD & ASSOCIATES INC,7,0,7,11.7%,0.0%,17.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,28.6%,0.0%,28.6%,100.0%,0.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATES LLC,6,2,4,10.0%,10.5%,9.8%,0,0,0,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%,16.7%,50.0%,0.0%,100.0%,100.0%,100.0%
PRAIRIELAND FS INC,5,2,3,8.3%,10.5%,7.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,33.3%,100.0%,100.0%,100.0%
KIRKSVILLE MISSOURI HOSPITAL COMPANY LLC,3,1,2,5.0%,5.3%,4.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC,3,1,2,5.0%,5.3%,4.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%,66.7%,0.0%,100.0%
KIRKSVILLE MISSOURI HOSPITAL CO LLC,3,0,3,5.0%,0.0%,7.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,33.3%,100.0%,0.0%,100.0%
CAPITAL ONE BANK (USA) NA,3,3,0,5.0%,15.8%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%,100.0%,100.0%,0.0%
WAKEFIELD &ASSOCIATE INC,2,0,2,3.3%,0.0%,4.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,100.0%,0.0%,100.0%
CITIBANK NA,2,1,1,3.3%,5.3%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
NORTHEAST REGIONAL MEDICAL CENTER,1,0,1,1.7%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
HANNIBAL CLINIC OPERATIONS LLC,1,0,1,1.7%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CURL HARK & HOLLIDAY LLC,1,0,1,1.7%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
MEEK LUMBER YARD DBA MEEKS BUILDING CENTER,1,0,1,1.7%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATES,1,0,1,1.7%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%
KMHC LLC D/B/A NRMC,1,0,1,1.7%,0.0%,2.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
