collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
PROFESSIONAL & BUSINESS COLLECTIONS LLC,171,146,25,34.3%,34.0%,36.8%,625927,476293,149633,51.5%,52.7%,47.8%,0.6%,0.7%,0.0%,0.0%,0.0%,0.0%,53.2%,50.0%,72.0%
LVNV FUNDING LLC,38,38,0,7.6%,8.8%,0.0%,36742,36742,0,3.0%,4.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,65.8%,65.8%,0.0%
PROFESSIONAL & BUSINESS COLLECTIONS,27,26,1,5.4%,6.0%,1.5%,7151,0,7151,0.6%,0.0%,2.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.7%,0.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC,27,27,0,5.4%,6.3%,0.0%,16119,16119,0,1.3%,1.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,51.9%,51.9%,0.0%
CAPITAL ONE BANK (USA) NA,26,26,0,5.2%,6.0%,0.0%,50620,50620,0,4.2%,5.6%,0.0%,3.8%,3.8%,0.0%,0.0%,0.0%,0.0%,65.4%,65.4%,0.0%
DISCOVER BANK,25,25,0,5.0%,5.8%,0.0%,24877,24877,0,2.0%,2.8%,0.0%,4.0%,4.0%,0.0%,0.0%,0.0%,0.0%,24.0%,24.0%,0.0%
CAVALRY SPV I LLC,13,13,0,2.6%,3.0%,0.0%,1954,1954,0,0.2%,0.2%,0.0%,7.7%,7.7%,0.0%,0.0%,0.0%,0.0%,15.4%,15.4%,0.0%
CITIBANK NA,11,11,0,2.2%,2.6%,0.0%,26375,26375,0,2.2%,2.9%,0.0%,18.2%,18.2%,0.0%,0.0%,0.0%,0.0%,45.5%,45.5%,0.0%
PORTFOLIO RECOVERY ASSOCIATES LLC,10,8,2,2.0%,1.9%,2.9%,19644,9757,9888,1.6%,1.1%,3.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,37.5%,50.0%
EVANSVILLE TEACHERS FEDERAL CREDIT UNION,8,2,6,1.6%,0.5%,8.8%,63432,26313,37120,5.2%,2.9%,11.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,50.0%
SYNCHRONY BANK,8,8,0,1.6%,1.9%,0.0%,3691,3691,0,0.3%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%
ONEMAIN FINANCIAL GROUP LLC,6,5,1,1.2%,1.2%,1.5%,41753,35333,6420,3.4%,3.9%,2.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,83.3%,80.0%,100.0%
MARINER FINANCE LLC SUCCESSOR IN INTEREST TO PERSONAL FINANCE COMPANY LLC,6,6,0,1.2%,1.4%,0.0%,21579,21579,0,1.8%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
THE MORRIS PLAN COMPANY OF TERRE HAUTE INC,5,2,3,1.0%,0.5%,4.4%,9169,0,9169,0.8%,0.0%,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,0.0%,66.7%
CREDIT ACCEPTANCE CORP.,4,3,1,0.8%,0.7%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,100.0%
AMERICAN EXPRESS NATIONAL BANK,4,4,0,0.8%,0.9%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%
CAVALRY SPV I LLC AS ASSIGNEE OF CITIBANK NA,3,2,1,0.6%,0.5%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,50.0%,100.0%
GATEWAY FINANCIAL SOLUTIONS,3,1,2,0.6%,0.2%,2.9%,9492,0,9492,0.8%,0.0%,3.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,100.0%
EVANSVILLE FEDERAL CREDIT UNION,3,1,2,0.6%,0.2%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
DNF ASSOCIATES LLC,3,3,0,0.6%,0.7%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
JEFFERSON CAPITAL SYSTEMS LLC,3,3,0,0.6%,0.7%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%
TD BANK USA NA,3,3,0,0.6%,0.7%,0.0%,1864,1864,0,0.2%,0.2%,0.0%,33.3%,33.3%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%
CROWN ASSET MANAGEMENT LLC,3,3,0,0.6%,0.7%,0.0%,6156,6156,0,0.5%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
BANK OF AMERICA NA,3,3,0,0.6%,0.7%,0.0%,8935,8935,0,0.7%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,66.7%,0.0%
BOB ZOSS LAW OFFICE LLC,2,0,2,0.4%,0.0%,2.9%,10434,0,10434,0.9%,0.0%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
SAC FINANCE INC,2,1,1,0.4%,0.2%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
CREDIT ACCEPTANCE CORPORATION,2,1,1,0.4%,0.2%,1.5%,11832,0,11832,1.0%,0.0%,3.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
MIDLAND FUNDING LLC,2,1,1,0.4%,0.2%,1.5%,937,937,0,0.1%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%
AUTOVEST LLC,2,0,2,0.4%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
NO PLAINTIFF FOUND,2,1,1,0.4%,0.2%,1.5%,12793,12793,0,1.1%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
CREDITMAX INC,2,1,1,0.4%,0.2%,1.5%,6889,0,6889,0.6%,0.0%,2.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
ANDREWS AUTO SALES INC,2,2,0,0.4%,0.5%,0.0%,9899,9899,0,0.8%,1.1%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
DIAMOND VALLEY FEDERAL CREDIT UNION,2,2,0,0.4%,0.5%,0.0%,3511,3511,0,0.3%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
AUTOVEST LLC OF INDIANA,2,2,0,0.4%,0.5%,0.0%,9826,9826,0,0.8%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
MAG SPECIALTIES INC,2,2,0,0.4%,0.5%,0.0%,0,0,0,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
PROFESSIONAL FINANCIAL SERVICES,2,2,0,0.4%,0.5%,0.0%,10436,10436,0,0.9%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
WELLS FARGO BANK NA,2,2,0,0.4%,0.5%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SOLIDARITY COMMUNITY FEDERAL CREDIT UNION,2,2,0,0.4%,0.5%,0.0%,28239,28239,0,2.3%,3.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
GALAXY INTERNATIONAL PURCHASING LL,2,2,0,0.4%,0.5%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
CRANE CREDIT UNION,2,2,0,0.4%,0.5%,0.0%,4154,4154,0,0.3%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
CAPITAL ONE NA,2,2,0,0.4%,0.5%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
DEPARTMENT STORES NATIONAL BANK,2,2,0,0.4%,0.5%,0.0%,15515,15515,0,1.3%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
RESURGENT RECEIVABLES LLC,2,2,0,0.4%,0.5%,0.0%,1603,1603,0,0.1%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
CKS PRIME INVESTMENTS LLC,2,2,0,0.4%,0.5%,0.0%,2827,2827,0,0.2%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
ANGERMEIER CURT,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
H & S FINANCIAL INC,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
BIRK LAW FIRM,1,0,1,0.2%,0.0%,1.5%,13977,0,13977,1.1%,0.0%,4.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
FERGUSON ENTERPRISES INC,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
OLD NATIONAL BANK,1,0,1,0.2%,0.0%,1.5%,14107,0,14107,1.2%,0.0%,4.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
ENERBANK USA,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
STATE OF INDIANA EX REL. STATE LOTTERY COMMISSION OF INDIANA,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
BIESECKER DUTKANYCH & MACER LLC,1,0,1,0.2%,0.0%,1.5%,8289,0,8289,0.7%,0.0%,2.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
WHAYNE SUPPLY COMPANY,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
PAVILION LAKES APARTMENTS,1,0,1,0.2%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
