collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,75,17,58,18.2%,25.0%,16.9%,0,0,0,0%,0%,0%,2.7%,0.0%,3.4%,41.3%,47.1%,39.7%,96.0%,88.2%,98.3%
capital region medical center,73,5,68,17.7%,7.4%,19.8%,0,0,0,0%,0%,0%,1.4%,0.0%,1.5%,45.2%,20.0%,47.1%,100.0%,100.0%,100.0%
portfolio recovery associates llc,52,5,47,12.6%,7.4%,13.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,21.2%,0.0%,23.4%,100.0%,100.0%,100.0%
midland credit management inc,38,10,28,9.2%,14.7%,8.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,47.4%,40.0%,50.0%,97.4%,90.0%,100.0%
cavalry spv i llc,12,2,10,2.9%,2.9%,2.9%,0,0,0,0%,0%,0%,16.7%,50.0%,10.0%,33.3%,0.0%,40.0%,91.7%,50.0%,100.0%
midland credit management inc a corp,12,2,10,2.9%,2.9%,2.9%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,41.7%,50.0%,40.0%,100.0%,100.0%,100.0%
midland funding llc,11,1,10,2.7%,1.5%,2.9%,0,0,0,0%,0%,0%,9.1%,0.0%,10.0%,36.4%,0.0%,40.0%,100.0%,100.0%,100.0%
citibank na,10,0,10,2.4%,0.0%,2.9%,0,0,0,0%,0%,0%,10.0%,0%,10.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
capital one bank (usa) na,8,1,7,1.9%,1.5%,2.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,25.0%,0.0%,28.6%,100.0%,100.0%,100.0%
jp morgan chase bank na,7,3,4,1.7%,4.4%,1.2%,0,0,0,0%,0%,0%,14.3%,0.0%,25.0%,28.6%,66.7%,0.0%,100.0%,100.0%,100.0%
jefferson capital systems llc,7,2,5,1.7%,2.9%,1.5%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,42.9%,50.0%,40.0%,100.0%,100.0%,100.0%
consumer adjustment company inc,6,1,5,1.5%,1.5%,1.5%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,0.0%,40.0%,100.0%,100.0%,100.0%
moberly hospital company llc,6,2,4,1.5%,2.9%,1.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%,100.0%,100.0%,100.0%
bank of america na,5,0,5,1.2%,0.0%,1.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,20.0%,0%,20.0%,100.0%,0%,100.0%
onemain financial group llc successor by merger to onemain,5,0,5,1.2%,0.0%,1.5%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
cash link usa llc d/b/a cash link usa,4,3,1,1.0%,4.4%,0.3%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,66.7%,0.0%,100.0%,100.0%,100.0%
capital region medical center d/b/a capital region physician,4,0,4,1.0%,0.0%,1.2%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
