collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
consumer adjustment company inc,81,7,74,40.1%,26.9%,42.0%,0,0,0,0%,0%,0%,1.2%,0.0%,1.4%,39.5%,57.1%,37.8%,98.8%,100.0%,98.6%
lvnv funding llc,19,4,15,9.4%,15.4%,8.5%,0,0,0,0%,0%,0%,5.3%,0.0%,6.7%,47.4%,50.0%,46.7%,100.0%,100.0%,100.0%
midland credit management inc,16,4,12,7.9%,15.4%,6.8%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,37.5%,50.0%,33.3%,100.0%,100.0%,100.0%
capital region medical center,11,0,11,5.4%,0.0%,6.3%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,18.2%,0%,18.2%,100.0%,0%,100.0%
portfolio recovery associates llc,9,0,9,4.5%,0.0%,5.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,44.4%,0%,44.4%,100.0%,0%,100.0%
hermann area district hospital,7,0,7,3.5%,0.0%,4.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,28.6%,0%,28.6%,100.0%,0%,100.0%
cavalry spv i llc,6,0,6,3.0%,0.0%,3.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,16.7%,0%,16.7%,100.0%,0%,100.0%
midland funding llc,6,0,6,3.0%,0.0%,3.4%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
jefferson capital systems llc,4,0,4,2.0%,0.0%,2.3%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
jp morgan chase bank na,3,1,2,1.5%,3.8%,1.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
cavalry spv 1 llc,2,1,1,1.0%,3.8%,0.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
ozark central ambulance district,2,0,2,1.0%,0.0%,1.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
credit bureau services llc,2,0,2,1.0%,0.0%,1.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
ncb management services inc,2,0,2,1.0%,0.0%,1.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
citibank na,2,1,1,1.0%,3.8%,0.6%,0,0,0,0%,0%,0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
first bank,2,0,2,1.0%,0.0%,1.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
credit corp solutions inc,2,1,1,1.0%,3.8%,0.6%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
wakefield & associates inc,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
student loan solutions llc des moines ia,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
capital region anesthesia,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
capital one bank (usa) na,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cash link usa,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
td bank usa na,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
st louis university d/b/a slucare columbia,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
a & e futures llc,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
osage ambulance district,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
signature medical group inc,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
brison willie emmet,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
first portifolio ventures i llc,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
world acceptance corporation of missouri dba world finance,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cvi sgp-co acquisition trust,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
hannibal regional hospital,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
roadbuilders machinery and supply co. inc,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
baylard billington dempsey & jensen pc,1,1,0,0.5%,3.8%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
provider plus inc,1,1,0,0.5%,3.8%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
heights finance corporation,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
washington university physician network,1,0,1,0.5%,0.0%,0.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
