collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
PORTFOLIO RECOVERY ASSOCIATES LLC,47,5,42,19.5%,14.7%,20.3%,0,0,0,0.0%,0.0%,0.0%,4.3%,0.0%,4.8%,14.9%,0.0%,16.7%,100.0%,100.0%,100.0%
CAPITAL REGION MEDICAL CENTER,33,1,32,13.7%,2.9%,15.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,27.3%,100.0%,25.0%,100.0%,100.0%,100.0%
MIDLAND CREDIT MANAGEMENT INC,33,6,27,13.7%,17.6%,13.0%,0,0,0,0.0%,0.0%,0.0%,3.0%,0.0%,3.7%,42.4%,66.7%,37.0%,93.9%,100.0%,92.6%
LVNV FUNDING LLC,31,5,26,12.9%,14.7%,12.6%,0,0,0,0.0%,0.0%,0.0%,6.5%,20.0%,3.8%,29.0%,0.0%,34.6%,100.0%,100.0%,100.0%
CAVALRY SPV I LLC,9,2,7,3.7%,5.9%,3.4%,0,0,0,0.0%,0.0%,0.0%,11.1%,0.0%,14.3%,33.3%,0.0%,42.9%,100.0%,100.0%,100.0%
MIDLAND FUNDING LLC,8,0,8,3.3%,0.0%,3.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,25.0%,100.0%,0.0%,100.0%
CITIBANK NA,8,3,5,3.3%,8.8%,2.4%,0,0,0,0.0%,0.0%,0.0%,12.5%,0.0%,20.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
FOUR SEASONS LAKESITES POA INC,8,2,6,3.3%,5.9%,2.9%,0,0,0,0.0%,0.0%,0.0%,12.5%,0.0%,16.7%,12.5%,0.0%,16.7%,87.5%,100.0%,83.3%
CONSUMER ADJUSTMENT COMPANY INC,7,3,4,2.9%,8.8%,1.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
CAPITAL ONE BANK (USA) NA,4,0,4,1.7%,0.0%,1.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,75.0%,100.0%,0.0%,100.0%
