collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
carroll county memorial hospital,129,43,86,56.3%,46.7%,62.8%,0,0,0,0%,0%,0%,1.6%,2.3%,1.2%,25.6%,16.3%,30.2%,73.6%,20.9%,100.0%
lvnv funding llc,23,17,6,10.0%,18.5%,4.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,26.1%,23.5%,33.3%,65.2%,52.9%,100.0%
ray county memorial hospital,8,0,8,3.5%,0.0%,5.8%,0,0,0,0%,0%,0%,12.5%,0%,12.5%,37.5%,0%,37.5%,100.0%,0%,100.0%
midland credit management inc,6,2,4,2.6%,2.2%,2.9%,0,0,0,0%,0%,0%,16.7%,0.0%,25.0%,33.3%,0.0%,50.0%,66.7%,0.0%,100.0%
portfolio recovery associates llc,6,1,5,2.6%,1.1%,3.6%,0,0,0,0%,0%,0%,16.7%,0.0%,20.0%,33.3%,0.0%,40.0%,83.3%,0.0%,100.0%
midland funding llc,5,0,5,2.2%,0.0%,3.6%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,20.0%,0%,20.0%,100.0%,0%,100.0%
capital one bank (usa) na,5,5,0,2.2%,5.4%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,60.0%,60.0%,0%,80.0%,80.0%,0%
jefferson capital systems llc,4,3,1,1.7%,3.3%,0.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,33.3%,100.0%
bank of america,4,0,4,1.7%,0.0%,2.9%,0,0,0,0%,0%,0%,25.0%,0%,25.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
midland credit management,3,2,1,1.3%,2.2%,0.7%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,66.7%,50.0%,100.0%,100.0%,100.0%,100.0%
