collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
lvnv funding llc,75,50,25,16.3%,20.9%,11.3%,33909,21748,12161,3.3%,6.4%,1.7%,1.3%,2.0%,0.0%,0.0%,0.0%,0.0%,37.3%,32.0%,48.0%
midland credit management inc,35,22,13,7.6%,9.2%,5.9%,28986,18107,10879,2.8%,5.3%,1.6%,11.4%,13.6%,7.7%,0.0%,0.0%,0.0%,31.4%,27.3%,38.5%
portfolio recovery associates llc,29,12,17,6.3%,5.0%,7.7%,7968,1694,6274,0.8%,0.5%,0.9%,3.4%,8.3%,0.0%,0.0%,0.0%,0.0%,20.7%,16.7%,23.5%
discover bank,22,12,10,4.8%,5.0%,4.5%,41541,10441,31100,4.0%,3.1%,4.5%,9.1%,8.3%,10.0%,0.0%,0.0%,0.0%,40.9%,25.0%,60.0%
jefferson capital systems llc,21,8,13,4.6%,3.3%,5.9%,20922,5449,15472,2.0%,1.6%,2.2%,4.8%,0.0%,7.7%,0.0%,0.0%,0.0%,33.3%,25.0%,38.5%
capital one bank (usa) na,18,13,5,3.9%,5.4%,2.3%,31918,22787,9131,3.1%,6.7%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,44.4%,38.5%,60.0%
communitywide federal credit union,14,5,9,3.0%,2.1%,4.1%,76288,7437,68851,7.4%,2.2%,9.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,20.0%,66.7%
sac finance inc,10,2,8,2.2%,0.8%,3.6%,64945,11052,53893,6.3%,3.3%,7.7%,10.0%,0.0%,12.5%,0.0%,0.0%,0.0%,60.0%,50.0%,62.5%
crown asset management llc,10,6,4,2.2%,2.5%,1.8%,15360,9481,5880,1.5%,2.8%,0.8%,20.0%,16.7%,25.0%,0.0%,0.0%,0.0%,60.0%,50.0%,75.0%
unifund ccr llc,10,2,8,2.2%,0.8%,3.6%,9982,4765,5217,1.0%,1.4%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,60.0%,50.0%,62.5%
mariner finance llc successor in interest to personal finance company llc,8,1,7,1.7%,0.4%,3.2%,41582,9982,31600,4.0%,2.9%,4.5%,12.5%,100.0%,0.0%,0.0%,0.0%,0.0%,87.5%,100.0%,85.7%
onemain financial group llc,8,6,2,1.7%,2.5%,0.9%,52246,36069,16176,5.0%,10.6%,2.3%,25.0%,33.3%,0.0%,0.0%,0.0%,0.0%,87.5%,83.3%,100.0%
synchrony bank,7,6,1,1.5%,2.5%,0.5%,2773,2773,0,0.3%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,28.6%,16.7%,100.0%
cavalry spv i llc,7,5,2,1.5%,2.1%,0.9%,11772,2782,8989,1.1%,0.8%,1.3%,28.6%,40.0%,0.0%,0.0%,0.0%,0.0%,57.1%,40.0%,100.0%
citibank na,6,2,4,1.3%,0.8%,1.8%,14639,0,14639,1.4%,0.0%,2.1%,16.7%,0.0%,25.0%,0.0%,0.0%,0.0%,66.7%,50.0%,75.0%
midland funding llc,6,0,6,1.3%,0.0%,2.7%,7209,0,7209,0.7%,0.0%,1.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
second round sub llc,6,0,6,1.3%,0.0%,2.7%,7954,0,7954,0.8%,0.0%,1.1%,0.0%,0%,0.0%,0.0%,0%,0.0%,66.7%,0%,66.7%
farmers & merchants state bank,6,6,0,1.3%,2.5%,0.0%,3233,3233,0,0.3%,1.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%
heights finance corporation,4,1,3,0.9%,0.4%,1.4%,5966,0,5966,0.6%,0.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,100.0%
credit acceptance corp.,4,1,3,0.9%,0.4%,1.4%,40310,0,40310,3.9%,0.0%,5.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,66.7%
bank of america na,4,2,2,0.9%,0.8%,0.9%,19867,13166,6701,1.9%,3.9%,1.0%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,75.0%,50.0%,100.0%
adams county memorial hospital,4,1,3,0.9%,0.4%,1.4%,12388,10554,1833,1.2%,3.1%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,33.3%
glenbrook credit acceptance corporation,4,0,4,0.9%,0.0%,1.8%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
partners 1st federal credit union,4,0,4,0.9%,0.0%,1.8%,29102,0,29102,2.8%,0.0%,4.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,75.0%,0%,75.0%
absolute resolutions investments llc,4,1,3,0.9%,0.4%,1.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
american express national bank,4,2,2,0.9%,0.8%,0.9%,23611,23611,0,2.3%,6.9%,0.0%,25.0%,0.0%,50.0%,0.0%,0.0%,0.0%,25.0%,50.0%,0.0%
lvnv funding,4,4,0,0.9%,1.7%,0.0%,3288,3288,0,0.3%,1.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,75.0%,75.0%,0%
