collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
MIDLAND CREDIT MANAGEMENT INC,14,4,10,18.2%,44.4%,14.7%,0,0,0,0.0%,0.0%,0.0%,7.1%,25.0%,0.0%,28.6%,0.0%,40.0%,100.0%,100.0%,100.0%
PROFESSIONAL CREDIT MANAGEMENT INC,12,0,12,15.6%,0.0%,17.6%,0,0,0,0.0%,0.0%,0.0%,8.3%,0.0%,8.3%,33.3%,0.0%,33.3%,100.0%,0.0%,100.0%
LVNV FUNDING LLC,12,2,10,15.6%,22.2%,14.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,50.0%,20.0%,75.0%,50.0%,80.0%
PORTFOLIO RECOVERY ASSOCIATES LLC,8,1,7,10.4%,11.1%,10.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,28.6%,100.0%,100.0%,100.0%
PORTFOLIO RECOVERY ASSOC.,7,0,7,9.1%,0.0%,10.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,57.1%,0.0%,57.1%,100.0%,0.0%,100.0%
CAPITAL ONE BANK (USA) NA,3,0,3,3.9%,0.0%,4.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,33.3%,100.0%,0.0%,100.0%
HEIGHTS FINANCE CORPORATION,3,2,1,3.9%,22.2%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,100.0%,66.7%,50.0%,100.0%
MIDLAND FUNDING LLC,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PROFESSIONAL CREDIT MANAGEMENT INC PETITIONER,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
JEFFERSON CAPITAL SYSTEMS LLC,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CAVALRY SPV I LLC,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CITIBANK NA,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
JP MORGAN CHASE BANK NA,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
MIDLAND FUNDING,2,0,2,2.6%,0.0%,2.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
ONEMAIN FINANCIAL GROUP LLC,1,0,1,1.3%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CACH LLC,1,0,1,1.3%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
BANK OF AMERICA ST LOUIS,1,0,1,1.3%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
WEBER INDUSTRIES INC,1,0,1,1.3%,0.0%,1.5%,0,0,0,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
